"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","NOR","Norway","2015","2015",8.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","NOR","Norway","2016","2016",8.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","NOR","Norway","2017","2017",8.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1960","1960",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1961","1961",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1962","1962",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1963","1963",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1964","1964",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1965","1965",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1966","1966",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1967","1967",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1968","1968",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1969","1969",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1970","1970",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1971","1971",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1972","1972",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1973","1973",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1974","1974",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1975","1975",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1976","1976",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1977","1977",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1978","1978",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1979","1979",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1980","1980",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1981","1981",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1982","1982",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1983","1983",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1984","1984",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1985","1985",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1986","1986",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1987","1987",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1988","1988",0,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1989","1989",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1990","1990",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1991","1991",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1992","1992",1.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1993","1993",1.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1994","1994",2.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1995","1995",2.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1996","1996",2.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1997","1997",3.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1998","1998",3.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","1999","1999",4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2000","2000",4.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2001","2001",4.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2002","2002",4.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2003","2003",3.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2004","2004",3.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2005","2005",3.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2006","2006",3.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2007","2007",2.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2008","2008",2.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2009","2009",3.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2010","2010",3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2011","2011",3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2012","2012",3.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2013","2013",3.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2014","2014",3.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2015","2015",3.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2016","2016",3.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","POL","Poland","2017","2017",3.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1960","1960",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1961","1961",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1962","1962",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1963","1963",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1964","1964",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1965","1965",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1966","1966",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1967","1967",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1968","1968",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1969","1969",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1970","1970",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1971","1971",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1972","1972",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1973","1973",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1974","1974",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1975","1975",0.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1976","1976",0.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1977","1977",0.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1978","1978",0.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1979","1979",0.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1980","1980",0.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1981","1981",0.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1982","1982",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1983","1983",0.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1984","1984",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1985","1985",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1986","1986",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1987","1987",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1988","1988",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1989","1989",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1990","1990",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1991","1991",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1992","1992",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1993","1993",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1994","1994",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1995","1995",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1996","1996",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1997","1997",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1998","1998",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","1999","1999",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2000","2000",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2001","2001",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2002","2002",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2003","2003",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2004","2004",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2005","2005",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2006","2006",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2007","2007",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2008","2008",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2009","2009",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2010","2010",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2011","2011",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2012","2012",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2013","2013",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2014","2014",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2015","2015",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2016","2016",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","PRT","Portugal","2017","2017",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1993","1993",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1994","1994",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1995","1995",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1996","1996",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1997","1997",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1998","1998",1.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","1999","1999",1.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2000","2000",1.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2001","2001",1.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2002","2002",1.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2003","2003",1.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2004","2004",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2005","2005",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2006","2006",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2007","2007",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2008","2008",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2009","2009",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2010","2010",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2011","2011",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2012","2012",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2013","2013",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2014","2014",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2015","2015",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2016","2016",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SVK","Slovak Republic","2017","2017",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1960","1960",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1961","1961",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1962","1962",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1963","1963",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1964","1964",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1965","1965",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1966","1966",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1967","1967",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1968","1968",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1969","1969",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1970","1970",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1971","1971",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1972","1972",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1973","1973",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1974","1974",0.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1975","1975",0.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1976","1976",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1977","1977",0.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1978","1978",0.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1979","1979",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1980","1980",0.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1981","1981",0.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1982","1982",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1983","1983",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1984","1984",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1985","1985",1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1986","1986",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1987","1987",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1988","1988",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1989","1989",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1990","1990",0.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1991","1991",0.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1992","1992",0.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1993","1993",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1994","1994",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1995","1995",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1996","1996",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1997","1997",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1998","1998",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","1999","1999",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2000","2000",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2001","2001",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2002","2002",1.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2003","2003",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2004","2004",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2005","2005",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2006","2006",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2007","2007",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2008","2008",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2009","2009",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2010","2010",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2011","2011",0.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2012","2012",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2013","2013",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2014","2014",0.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2015","2015",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2016","2016",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","ESP","Spain","2017","2017",0.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1960","1960",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1961","1961",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1962","1962",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1963","1963",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1964","1964",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1965","1965",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1966","1966",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1967","1967",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1968","1968",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1969","1969",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1970","1970",5.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1971","1971",5.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1972","1972",4.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1973","1973",4.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1974","1974",4.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1975","1975",4.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1976","1976",4.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1977","1977",4.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1978","1978",4.5,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1979","1979",4.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1980","1980",4.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1981","1981",5.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1982","1982",6.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1983","1983",7.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1984","1984",8.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1985","1985",8.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1986","1986",7.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1987","1987",6.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1988","1988",6.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1989","1989",6.4,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1990","1990",5.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1991","1991",6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1992","1992",5.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1993","1993",7.8,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1994","1994",7.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1995","1995",7.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1996","1996",6.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1997","1997",7.6,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1998","1998",7.9,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","1999","1999",8.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2000","2000",9.2,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2001","2001",10.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2002","2002",9.7,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2003","2003",8.1,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2004","2004",7.3,,
"CONVCHAN","US$ exchange rate","TXUSDLTX","National currency unit per US$","SWE","Sweden","2005","2005",7.5,,
